"lang"
{
"Language"	"korean"
"DOTA_Lobby_Player_Joined"	"%s1 님이 입장했습니다."
"[english]DOTA_Lobby_Player_Joined"	"%s1 joined."
"DOTA_Lobby_Player_Left"	"%s1 님이 퇴장했습니다."
"[english]DOTA_Lobby_Player_Left"	"%s1 left."
"DOTA_Lobby_Become_Leader_Self"	"방장이 되었습니다."
"[english]DOTA_Lobby_Become_Leader_Self"	"You are now the Lobby Leader."
"DOTA_Lobby_Become_Leader"	"방장이 %s1 님으로 변경되었습니다."
"[english]DOTA_Lobby_Become_Leader"	"%s1 is now the Lobby Leader."
"DOTA_Lobby_Game_Lobby_Setup"	"온라인 연습 게임 로비 설정"
"[english]DOTA_Lobby_Game_Lobby_Setup"	"ONLINE PRACTICE LOBBY SETTINGS"
"DOTA_Lobby_Game_Name"	"게임 제목"
"[english]DOTA_Lobby_Game_Name"	"GAME NAME"
"DOTA_Lobby_Game_Mode"	"게임 모드"
"[english]DOTA_Lobby_Game_Mode"	"GAME MODE"
"DOTA_Lobby_Region"	"서버 위치"
"[english]DOTA_Lobby_Region"	"SERVER LOCATION"
"DOTA_Lobby_Team_1_Logo"	"1팀 로고"
"[english]DOTA_Lobby_Team_1_Logo"	"TEAM 1 LOGO"
"DOTA_Lobby_Team_2_Logo"	"2팀 로고"
"[english]DOTA_Lobby_Team_2_Logo"	"TEAM 2 LOGO"
"DOTA_Lobby_Team_1_Name"	"1팀 이름"
"[english]DOTA_Lobby_Team_1_Name"	"TEAM 1 NAME"
"DOTA_Lobby_Team_2_Name"	"2팀 이름"
"[english]DOTA_Lobby_Team_2_Name"	"TEAM 2 NAME"
"DOTA_Lobby_Enable_Cheats"	"치트 허용"
"[english]DOTA_Lobby_Enable_Cheats"	"Enable cheats"
"DOTA_Lobby_Fill_Bots"	"빈 자리를 봇으로 채우기"
"[english]DOTA_Lobby_Fill_Bots"	"Fill empty slots with bots"
"DOTA_Lobby_Intro_Mode"	"인트로 모드"
"[english]DOTA_Lobby_Intro_Mode"	"Intro Mode"
"DOTA_UI_Cancel"	"취소"
"[english]DOTA_UI_Cancel"	"CANCEL"
"DOTA_UI_Ok"	"확인"
"[english]DOTA_UI_Ok"	"OK"
"dota_region_automatic"	"자동"
"[english]dota_region_automatic"	"Automatic"
"dota_region_us_west"	"미국 서부"
"[english]dota_region_us_west"	"US West"
"dota_region_us_east"	"미국 동부"
"[english]dota_region_us_east"	"US East"
"dota_region_europe"	"룩셈부르크"
"[english]dota_region_europe"	"Luxembourg"
"dota_region_hong_kong"	"홍콩"
"[english]dota_region_hong_kong"	"Hong Kong"
"dota_region_singapore"	"싱가포르"
"[english]dota_region_singapore"	"Singapore"
"dota_region_shanghai"	"상하이"
"[english]dota_region_shanghai"	"Shanghai"
"dota_region_beijing"	"베이징"
"[english]dota_region_beijing"	"Beijing"
"dota_region_malaysia"	"말레이시아"
"[english]dota_region_malaysia"	"Malaysia"
"dota_matchgroup_na"	"북미"
"[english]dota_matchgroup_na"	"North America"
"dota_matchgroup_sa"	"남미"
"[english]dota_matchgroup_sa"	"South America"
"dota_matchgroup_as"	"아시아"
"[english]dota_matchgroup_as"	"Asia"
"dota_matchgroup_eu"	"유럽 서부"
"[english]dota_matchgroup_eu"	"Europe West"
"DOTA_Hero_Selection_Timer_Second"	"초"
"[english]DOTA_Hero_Selection_Timer_Second"	"SECOND"
"DOTA_Hero_Selection_Timer_Seconds"	"초"
"[english]DOTA_Hero_Selection_Timer_Seconds"	"SECONDS"
"DOTA_Hero_Selection_Search_Field_Default"	"영웅 검색"
"[english]DOTA_Hero_Selection_Search_Field_Default"	"SEARCH HEROES"
"DOTA_Hero_Selection_Filter_All"	"모든 영웅"
"[english]DOTA_Hero_Selection_Filter_All"	"ALL HEROES"
"DOTA_Hero_Selection_AdvFilter_Carry"	"캐리"
"[english]DOTA_Hero_Selection_AdvFilter_Carry"	"Carry"
"DOTA_Hero_Selection_AdvFilter_Initiator"	"전투 개시자"
"[english]DOTA_Hero_Selection_AdvFilter_Initiator"	"Initiator"
"DOTA_Hero_Selection_AdvFilter_Ganker"	"갱커"
"[english]DOTA_Hero_Selection_AdvFilter_Ganker"	"GANKER"
"DOTA_Hero_Selection_AdvFilter_Support"	"지원"
"[english]DOTA_Hero_Selection_AdvFilter_Support"	"Support"
"DOTA_Hero_Selection_AdvFilter_Pusher"	"압박"
"[english]DOTA_Hero_Selection_AdvFilter_Pusher"	"Pusher"
"DOTA_Hero_Selection_Team_Good"	"래디언트"
"[english]DOTA_Hero_Selection_Team_Good"	"THE RADIANT"
"DOTA_Hero_Selection_Team_Bad"	"다이어"
"[english]DOTA_Hero_Selection_Team_Bad"	"THE DIRE"
"DOTA_Hero_Selection_STR"	"힘"
"[english]DOTA_Hero_Selection_STR"	"STRENGTH"
"DOTA_Hero_Selection_AGI"	"민첩"
"[english]DOTA_Hero_Selection_AGI"	"AGILITY"
"DOTA_Hero_Selection_INT"	"지능"
"[english]DOTA_Hero_Selection_INT"	"INTELLIGENCE"
"DOTA_Hero_Selection_STR_Good"	"래디언트: 힘"
"[english]DOTA_Hero_Selection_STR_Good"	"THE RADIANT: STRENGTH"
"DOTA_Hero_Selection_AGI_Good"	"민첩"
"[english]DOTA_Hero_Selection_AGI_Good"	"AGILITY"
"DOTA_Hero_Selection_INT_Good"	"지능"
"[english]DOTA_Hero_Selection_INT_Good"	"INTELLIGENCE"
"DOTA_Hero_Selection_STR_Bad"	"다이어: 힘"
"[english]DOTA_Hero_Selection_STR_Bad"	"THE DIRE: STRENGTH"
"DOTA_Hero_Selection_AGI_Bad"	"민첩"
"[english]DOTA_Hero_Selection_AGI_Bad"	"AGILITY"
"DOTA_Hero_Selection_INT_Bad"	"지능"
"[english]DOTA_Hero_Selection_INT_Bad"	"INTELLIGENCE"
"DOTA_Hero_Selection_Random"	"무작위 영웅 선택"
"[english]DOTA_Hero_Selection_Random"	"Random Hero"
"DOTA_Hero_Selection_Confirm"	"%s1 선택"
"[english]DOTA_Hero_Selection_Confirm"	"Choose %s1"
"DOTA_Hero_Selection_Ban_Confirm"	"%s1 금지"
"[english]DOTA_Hero_Selection_Ban_Confirm"	"Ban %s1"
"DOTA_Hero_Selection_Pick_Confirm"	"%s1 선택"
"[english]DOTA_Hero_Selection_Pick_Confirm"	"Pick %s1"
"DOTA_Hero_Selection_Pick"	"#%d번째 영웅 선택"
"[english]DOTA_Hero_Selection_Pick"	"SELECT PICK #%d"
"DOTA_Hero_Selection_Ban"	"#%d번째 영웅 금지"
"[english]DOTA_Hero_Selection_Ban"	"SELECT BAN #%d"
"DOTA_Hero_Selection_Complete"	"완료"
"[english]DOTA_Hero_Selection_Complete"	"COMPLETE"
"DOTA_Hero_Selection_Instruction"	"영웅 선택 남은 시간: %s1"
"[english]DOTA_Hero_Selection_Instruction"	"You have %s1 to choose a hero."
"DOTA_Hero_Selection_Instruction_Other"	"다른 플레이어가 영웅을 선택하고 있습니다."
"[english]DOTA_Hero_Selection_Instruction_Other"	"Other players are choosing their heroes."
"DOTA_Hero_Selection_Filter_Starter"	"신규 플레이어를 위한 추천 영웅"
"[english]DOTA_Hero_Selection_Filter_Starter"	"RECOMMENDED STARTER HEROES"
"DOTA_Hero_Selection_Filter_Favorites"	"즐겨찾기"
"[english]DOTA_Hero_Selection_Filter_Favorites"	"Favorites"
"DOTA_Hero_Selection_Filter_Recent"	"최근"
"[english]DOTA_Hero_Selection_Filter_Recent"	"RECENT"
"DOTA_CombatLogHeading"	"전투 기록"
"[english]DOTA_CombatLogHeading"	"Combat Log"
"DOTA_ToolTip_Ability"	"능력:"
"[english]DOTA_ToolTip_Ability"	"ABILITY:"
"DOTA_ToolTip_Ability_NoTarget"	"대상 없음"
"[english]DOTA_ToolTip_Ability_NoTarget"	"No Target"
"DOTA_ToolTip_Ability_Passive"	"지속 효과"
"[english]DOTA_ToolTip_Ability_Passive"	"Passive"
"DOTA_ToolTip_Ability_AutoCast"	"자동 시전"
"[english]DOTA_ToolTip_Ability_AutoCast"	"Auto-Cast"
"DOTA_ToolTip_Ability_Aura"	"오라"
"[english]DOTA_ToolTip_Ability_Aura"	"Aura"
"DOTA_ToolTip_Ability_Toggle"	"전환"
"[english]DOTA_ToolTip_Ability_Toggle"	"Toggle"
"DOTA_ToolTip_Ability_Target"	"유닛 지정"
"[english]DOTA_ToolTip_Ability_Target"	"Unit Target"
"DOTA_ToolTip_Ability_Point"	"목표 지점 지정"
"[english]DOTA_ToolTip_Ability_Point"	"Point Target"
"DOTA_ToolTip_Targeting"	"효과:"
"[english]DOTA_ToolTip_Targeting"	"AFFECTS:"
"DOTA_ToolTip_Targeting_Enemy"	"적군"
"[english]DOTA_ToolTip_Targeting_Enemy"	"Enemies"
"DOTA_ToolTip_Targeting_EnemyHero"	"적 영웅"
"[english]DOTA_ToolTip_Targeting_EnemyHero"	"Enemy Heroes"
"DOTA_ToolTip_Targeting_Self"	"자신"
"[english]DOTA_ToolTip_Targeting_Self"	"Self"
"DOTA_ToolTip_Targeting_Allies"	"아군"
"[english]DOTA_ToolTip_Targeting_Allies"	"Allies"
"DOTA_ToolTip_Targeting_Trees"	"나무"
"[english]DOTA_ToolTip_Targeting_Trees"	"Trees"
"DOTA_ToolTip_Level"	"레벨"
"[english]DOTA_ToolTip_Level"	"LEVEL"
"DOTA_Hero_Tooltip_Level"	"레벨 %s1"
"[english]DOTA_Hero_Tooltip_Level"	"Level %s1"
"AbilityDuration"	"지속시간:"
"[english]AbilityDuration"	"DURATION:"
"AbilityDamage"	"피해:"
"[english]AbilityDamage"	"DAMAGE:"
"DOTA_Chat_Prompt"	"대화:"
"[english]DOTA_Chat_Prompt"	"Say:"
"dota_dashboard_players_online"	"%s1명 온라인"
"[english]dota_dashboard_players_online"	"%s1 PLAYERS ONLINE"
"dota_dashboard_welcome"	"도타 네트워크에 오신 여러분을 환영합니다"
"[english]dota_dashboard_welcome"	"WELCOME TO THE DOTA NETWORK"
"dota_dashboard_actions"	"액션:"
"[english]dota_dashboard_actions"	"ACTIONS:"
"dota_dashboard_start_playing"	"플레이"
"[english]dota_dashboard_start_playing"	"PLAY"
"dota_dashboard_action_matchmaking"	"매치메이킹"
"[english]dota_dashboard_action_matchmaking"	"MATCHMAKING"
"dota_dashboard_action_matchmaking_label"	"비슷한 실력을 가진 플레이어와 플레이"
"[english]dota_dashboard_action_matchmaking_label"	"play with people almost as good as you"
"dota_dashboard_action_private"	"비공개"
"[english]dota_dashboard_action_private"	"PRIVATE"
"dota_dashboard_action_private_label"	"친구들과 같이 플레이"
"[english]dota_dashboard_action_private_label"	"play with your network of friends"
"dota_dashboard_action_ai"	"인공지능"
"[english]dota_dashboard_action_ai"	"A.I."
"dota_dashboard_action_ai_label"	"봇과 플레이"
"[english]dota_dashboard_action_ai_label"	"play with bots"
"dota_dashboard_action_tutorial"	"튜토리얼"
"[english]dota_dashboard_action_tutorial"	"TUTORIAL"
"dota_dashboard_action_tutorial_label"	"가이드와 함께 플레이"
"[english]dota_dashboard_action_tutorial_label"	"play with guide"
"dota_dashboard_action_friends_game"	"친구의 게임"
"[english]dota_dashboard_action_friends_game"	"FRIENDS' GAMES"
"dota_dashboard_action_friends_game_label"	"게임 로비에 있는 친구들"
"[english]dota_dashboard_action_friends_game_label"	"friends currently in a game lobby"
"dota_dashboard_prepareresearch"	"준비/조사"
"[english]dota_dashboard_prepareresearch"	"PREPARE/RESEARCH"
"dota_dashboard_helpout"	"도와주기"
"[english]dota_dashboard_helpout"	"HELP OUT"
"dota_dashboard_action_mentor"	"멘토"
"[english]dota_dashboard_action_mentor"	"MENTOR"
"dota_dashboard_action_mentor_label"	"초보를 받아들이고 질문에 답하기"
"[english]dota_dashboard_action_mentor_label"	"adopt a newb, answer a question"
"dota_dashboard_action_contribute"	"기여"
"[english]dota_dashboard_action_contribute"	"CONTRIBUTE"
"dota_dashboard_action_contribute_label"	"영웅 가이드 작성 또는 다른 가이드 평가"
"[english]dota_dashboard_action_contribute_label"	"write a hero guide, rate a guide"
"dota_dashboard_start_learning"	"배우기:"
"[english]dota_dashboard_start_learning"	"START LEARNING:"
"dota_dashboard_guides"	"가이드"
"[english]dota_dashboard_guides"	"GUIDES"
"dota_dashboard_heropedia"	"영웅백과"
"[english]dota_dashboard_heropedia"	"HEROPEDIA"
"dota_dashboard_action_heroes"	"영웅"
"[english]dota_dashboard_action_heroes"	"HEROES"
"dota_dashboard_action_items"	"아이템"
"[english]dota_dashboard_action_items"	"ITEMS"
"dota_dashboard_action_replays"	"리플레이"
"[english]dota_dashboard_action_replays"	"REPLAYS"
"dota_dashboard_action_comma"	", "
"[english]dota_dashboard_action_comma"	", "
"dota_dashboard_tips"	"팁"
"[english]dota_dashboard_tips"	"TIPS"
"dota_dashboard_configure"	"구성:"
"[english]dota_dashboard_configure"	"CONFIGURE:"
"dota_dashboard_settings"	"설정"
"[english]dota_dashboard_settings"	"Settings"
"dota_dashboard_quit"	"끝내기"
"[english]dota_dashboard_quit"	"Quit"
"dota_dashboard_profile"	"내 프로필"
"[english]dota_dashboard_profile"	"YOUR PROFILE"
"dota_dashboard_chat"	"대화"
"[english]dota_dashboard_chat"	"CHAT"
"dota_dashboard_community"	"대화"
"[english]dota_dashboard_community"	"CHAT"
"dota_dashboard_join_chat"	"채널 입장"
"[english]dota_dashboard_join_chat"	"JOIN CHANNEL"
"dota_dashboard_category_today"	"최신 소식"
"[english]dota_dashboard_category_today"	"TODAY"
"dota_dashboard_category_updates"	"업데이트"
"[english]dota_dashboard_category_updates"	"UPDATES"
"dota_dashboard_category_play"	"플레이"
"[english]dota_dashboard_category_play"	"PLAY"
"dota_dashboard_category_watch"	"관전"
"[english]dota_dashboard_category_watch"	"WATCH"
"dota_dashboard_category_learn"	"자료실"
"[english]dota_dashboard_category_learn"	"LIBRARY"
"dota_dashboard_category_socialize"	"커뮤니티"
"[english]dota_dashboard_category_socialize"	"COMMUNITY"
"dota_profile_mini_title"	"프로필"
"[english]dota_profile_mini_title"	"PROFILE"
"dota_profile_mini_party"	"파티"
"[english]dota_profile_mini_party"	"PARTY"
"dota_profile_mini_2"	"최근에 사용한 영웅"
"[english]dota_profile_mini_2"	"RECENT HEROES"
"matchmaking_status_title"	"매치메이킹 상태"
"[english]matchmaking_status_title"	"Matchmaking Status"
"matchmaking_status_text"	"게임이 준비되었습니다"
"[english]matchmaking_status_text"	"Your game is ready"
"matchmaking_ready_text"	"%s1명 준비"
"[english]matchmaking_ready_text"	"%s1 Ready"
"matchmaking_player_afk"	"플레이어가 준비되지 않았습니다"
"[english]matchmaking_player_afk"	"Player not ready"
"matchmaking_player_cancel"	"플레이어가 취소했습니다"
"[english]matchmaking_player_cancel"	"Player cancelled"
"matchmaking_player_rematch"	"새 플레이어를 찾는 중"
"[english]matchmaking_player_rematch"	"Finding new players"
"matchmaking_waiting_for_players"	"다른 플레이어를 기다리고 있습니다"
"[english]matchmaking_waiting_for_players"	"Waiting for other players"
"matchmaking_player_declined"	"플레이어가 매치를 거절하였습니다"
"[english]matchmaking_player_declined"	"A player declined the match"
"returning_top_of_queue"	"우선순위가 높은 상태로 매치메이킹으로 돌아갑니다."
"[english]returning_top_of_queue"	"Returning to matchmaking with high priority"
"dota_ready_fail"	"준비 실패"
"[english]dota_ready_fail"	"FAILED TO READY UP"
"dota_ready_fail_desc"	"매치가 준비되었지만 응답하지 않아 매치메이킹 대기열에서 제외되었습니다."
"[english]dota_ready_fail_desc"	"Your match was ready, but you failed to respond and have been removed from the matchmaking pool."
"dota_ready_fail_return"	"다른 매치를 찾으시겠습니까?"
"[english]dota_ready_fail_return"	"Find another match?"
"matchmaking_label"	"매치메이킹"
"[english]matchmaking_label"	"Matchmaking"
"matchmaking_wait_time"	"예상 대기 시간: nnn"
"[english]matchmaking_wait_time"	"Estimated wait time: nnn"
"matchmaking_exp_geo"	"외부 지역 검색 중"
"[english]matchmaking_exp_geo"	"Searching outside your location"
"matchmaking_exp_skill"	"플레이어 레벨 외의 매치 대상 검색 중"
"[english]matchmaking_exp_skill"	"Searching outside your player level"
"matchmaking_region_active"	"포함"
"[english]matchmaking_region_active"	"SELECTED"
"matchmaking_region_inactive"	"미포함"
"[english]matchmaking_region_inactive"	"UNSELECTED"
"matchmaking"	"지역 활성화"
"[english]matchmaking"	"ACTIVE REGIONS"
"today_in_dota"	"오늘의 도타"
"[english]today_in_dota"	"TODAY IN DOTA"
"matches_in_progress"	"인기 있는 라이브 경기"
"[english]matches_in_progress"	"TOP LIVE MATCHES"
"findmatch"	"매치 찾기"
"[english]findmatch"	"FIND MATCH"
"players_online"	"접속 중인 플레이어"
"[english]players_online"	"PLAYERS ONLINE"
"dota_profile_prestige"	"평판"
"[english]dota_profile_prestige"	"PRESTIGE"
"dota_profile_wins"	"승:"
"[english]dota_profile_wins"	"WINS:"
"dota_profile_losses"	"패"
"[english]dota_profile_losses"	"LOSSES"
"dota_profile_leaves"	"포기"
"[english]dota_profile_leaves"	"ABANDONED"
"dota_join_chat_channel_prompt"	"채널:"
"[english]dota_join_chat_channel_prompt"	"Channel:"
"dota_join_chat_channel_button"	"입장"
"[english]dota_join_chat_channel_button"	"JOIN"
"dota_join_chat_channel_name_header"	"채널 이름"
"[english]dota_join_chat_channel_name_header"	"Channel Name"
"dota_join_chat_channel_startup_header"	"시작과 동시에 참가"
"[english]dota_join_chat_channel_startup_header"	"Join On Startup"
"dota_chat_party_tab"	"파티"
"[english]dota_chat_party_tab"	"Party"
"dota_chat_lobby_tab"	"로비"
"[english]dota_chat_lobby_tab"	"Lobby"
"dota_game_lobby_title"	"게임 로비"
"[english]dota_game_lobby_title"	"GAME LOBBY"
"dota_match_history"	"매치 기록"
"[english]dota_match_history"	"MATCH HISTORY"
"dota_match_history_details"	"매치 정보"
"[english]dota_match_history_details"	"MATCH DETAILS"
"dota_match_history_win"	"승리"
"[english]dota_match_history_win"	"WIN"
"dota_match_history_loss"	"패배"
"[english]dota_match_history_loss"	"LOSS"
"dota_match_history_back"	"닫기"
"[english]dota_match_history_back"	"CLOSE"
"dota_match_history_Winner_GoodGuys"	"승: 래디언트"
"[english]dota_match_history_Winner_GoodGuys"	"WINNER: The Radiant"
"dota_match_history_Winner_BadGuys"	"승: 다이어"
"[english]dota_match_history_Winner_BadGuys"	"WINNER: The Dire"
"page_previous"	"이전"
"[english]page_previous"	"PREVIOUS"
"page_next"	"다음"
"[english]page_next"	"NEXT"
"page_counter"	"%s1 페이지"
"[english]page_counter"	"Page: %s1"
"page_back"	"뒤로"
"[english]page_back"	"BACK"
"dota_load_game_title"	"게임 불러오기"
"[english]dota_load_game_title"	"LOAD GAME"
"dota_watch_replay"	"리플레이 보기"
"[english]dota_watch_replay"	"WATCH REPLAY"
"dota_download_replay"	"리플레이 내려받기"
"[english]dota_download_replay"	"DOWNLOAD REPLAY"
"dota_replay_unavailable"	"리플레이를 사용할 수 없습니다"
"[english]dota_replay_unavailable"	"REPLAY UNAVAILABLE"
"dota_profile_show_match_history"	"매치 기록"
"[english]dota_profile_show_match_history"	"MATCH HISTORY"
"dota_persona_panel_title"	"플레이어 정보"
"[english]dota_persona_panel_title"	"PLAYER DETAILS"
"dota_downloading_replay"	"내려받는 중..."
"[english]dota_downloading_replay"	"Downloading..."
"dota_persona_karma"	"상태:"
"[english]dota_persona_karma"	"KARMA:"
"dota_persona_rank"	"ELO:"
"[english]dota_persona_rank"	"ELO:"
"dota_finding_match"	"매치 찾는 중... [%s1]"
"[english]dota_finding_match"	"Finding match... [%s1]"
"dota_finding_match_time_only"	"매치 찾는 중... [%s1]"
"[english]dota_finding_match_time_only"	"Finding match... [%s1]"
"dota_num_players_searching"	"검색하고 있는 플레이어: %s1"
"[english]dota_num_players_searching"	"PLAYERS SEARCHING: %s1"
"dota_search_range"	"검색 범위"
"[english]dota_search_range"	"SEARCH RANGE"
"dota_num_matching_players"	"플레이어 매칭 중: 10명 중 %s1"
"[english]dota_num_matching_players"	"MATCHING PLAYERS: %s1 of 10"
"dota_cancel_match_find"	"검색 취소"
"[english]dota_cancel_match_find"	"CANCEL SEARCH"
"dota_match_in_progress"	"게임 진행 중"
"[english]dota_match_in_progress"	"Game in progress"
"dota_match_finished"	"게임이 끝났습니다"
"[english]dota_match_finished"	"Game is finished"
"dota_match_connecting"	"게임에 연결 중..."
"[english]dota_match_connecting"	"Connecting to game..."
"dota_match_connected"	"게임에 연결되었습니다"
"[english]dota_match_connected"	"Connected to game"
"dota_reconnect_to_game"	"다시 연결"
"[english]dota_reconnect_to_game"	"RECONNECT"
"dota_abandon_game"	"게임 나가기"
"[english]dota_abandon_game"	"LEAVE GAME"
"dota_disconnect_game"	"연결 끊기"
"[english]dota_disconnect_game"	"DISCONNECT"
"dota_match_find_server"	"서버 찾는 중... [%s1]"
"[english]dota_match_find_server"	"Finding server... [%s1]"
"dota_match_game_ui"	"비공개 로비 설정"
"[english]dota_match_game_ui"	"Private Lobby Setup"
"dota_number_of_spectators"	"관전자 수: %s1"
"[english]dota_number_of_spectators"	"Number of Spectators: %s1"
"dota_abandon_dialog_title"	"게임 포기"
"[english]dota_abandon_dialog_title"	"ABANDON GAME"
"dota_abandon_dialog_warning"	"게임을 포기하면 다른 플레이어의 게임을 망칠 수 있습니다."
"[english]dota_abandon_dialog_warning"	"Abandoning a game before it has finished may ruin the game for other players."
"dota_abandon_dialog_confirm"	"정말로 게임을 포기하시겠습니까?"
"[english]dota_abandon_dialog_confirm"	"Are you sure you want to abandon this game?"
"dota_play_matchmaking"	"게임 플레이"
"[english]dota_play_matchmaking"	"PLAY GAME"
"dota_play_practice"	"비공개"
"[english]dota_play_practice"	"PRIVATE"
"dota_play_tournament"	"토너먼트"
"[english]dota_play_tournament"	"TOURNAMENT"
"dota_play_tutorial"	"튜토리얼"
"[english]dota_play_tutorial"	"TUTORIAL"
"dota_watch_game"	"관전"
"[english]dota_watch_game"	"WATCH"
"dota_play_matchmaking_desc"	"플레이어가 있는 지역에서 실력이 비슷한 플레이어끼리의 매치를 찾습니다."
"[english]dota_play_matchmaking_desc"	"Find a match with players of similar experience in your region."
"dota_play_practice_desc"	"봇이나 친구와 함께 연습할 수 있는 비공개 로비를 만듭니다."
"[english]dota_play_practice_desc"	"Create a private lobby to play with friends or the A.I. "
"dota_play_tutorial_desc"	"멘토에게 게임을 배우거나 멘토와 함께 매치에 참가합니다."
"[english]dota_play_tutorial_desc"	"Play a match with a mentor or run through a lesson. "
"dota_play_tournament_desc"	"경쟁 토너먼트 매치를 찾습니다."
"[english]dota_play_tournament_desc"	"Find a match in a competitive tournament. "
