"lang"
{
"Language"	"russian"
"DOTA_Lobby_Player_Left"	"%s1 вышел."
"[english]DOTA_Lobby_Player_Left"	"%s1 left."
"DOTA_Lobby_Become_Leader_Self"	"Вы стали руководителем лобби."
"[english]DOTA_Lobby_Become_Leader_Self"	"You are now the Lobby Leader."
"DOTA_Lobby_Become_Leader"	"%s1 стал руководителем лобби."
"[english]DOTA_Lobby_Become_Leader"	"%s1 is now the Lobby Leader."
"DOTA_Lobby_Game_Lobby_Setup"	"НАСТРОЙКИ СЕТЕВОЙ ТРЕНИРОВОЧНОЙ ИГРЫ"
"[english]DOTA_Lobby_Game_Lobby_Setup"	"ONLINE PRACTICE LOBBY SETTINGS"
"DOTA_Lobby_Game_Name"	"НАЗВАНИЕ ИГРЫ"
"[english]DOTA_Lobby_Game_Name"	"GAME NAME"
"DOTA_Lobby_Game_Mode"	"РЕЖИМ ИГРЫ"
"[english]DOTA_Lobby_Game_Mode"	"GAME MODE"
"DOTA_Lobby_Region"	"МЕСТОПОЛОЖЕНИЕ СЕРВЕРА"
"[english]DOTA_Lobby_Region"	"SERVER LOCATION"
"DOTA_Lobby_Team_1_Logo"	"ЛОГОТИП 1-Й КОМАНДЫ"
"[english]DOTA_Lobby_Team_1_Logo"	"TEAM 1 LOGO"
"DOTA_Lobby_Team_2_Logo"	"ЛОГОТИП 2-Й КОМАНДЫ"
"[english]DOTA_Lobby_Team_2_Logo"	"TEAM 2 LOGO"
"DOTA_Lobby_Team_1_Name"	"НАЗВАНИЕ 1-Й КОМАНДЫ"
"[english]DOTA_Lobby_Team_1_Name"	"TEAM 1 NAME"
"DOTA_Lobby_Team_2_Name"	"НАЗВАНИЕ 2-Й КОМАНДЫ"
"[english]DOTA_Lobby_Team_2_Name"	"TEAM 2 NAME"
"DOTA_Lobby_Enable_Cheats"	"Включить читы"
"[english]DOTA_Lobby_Enable_Cheats"	"Enable cheats"
"DOTA_Lobby_Fill_Bots"	"Использовать ботов"
"[english]DOTA_Lobby_Fill_Bots"	"Fill empty slots with bots"
"DOTA_Lobby_Intro_Mode"	"Режим введения"
"[english]DOTA_Lobby_Intro_Mode"	"Intro Mode"
"DOTA_UI_Cancel"	"ОТМЕНА"
"[english]DOTA_UI_Cancel"	"CANCEL"
"DOTA_UI_Ok"	"ОК"
"[english]DOTA_UI_Ok"	"OK"
"dota_region_automatic"	"Автоматическое"
"[english]dota_region_automatic"	"Automatic"
"dota_region_us_west"	"Запад США"
"[english]dota_region_us_west"	"US West"
"dota_region_us_east"	"Восток США"
"[english]dota_region_us_east"	"US East"
"dota_region_europe"	"Люксембург"
"[english]dota_region_europe"	"Luxembourg"
"dota_region_hong_kong"	"Гонконг"
"[english]dota_region_hong_kong"	"Hong Kong"
"dota_region_singapore"	"Сингапур"
"[english]dota_region_singapore"	"Singapore"
"dota_region_shanghai"	"Шанхай"
"[english]dota_region_shanghai"	"Shanghai"
"dota_region_beijing"	"Пекин"
"[english]dota_region_beijing"	"Beijing"
"dota_region_malaysia"	"Малайзия"
"[english]dota_region_malaysia"	"Malaysia"
"dota_matchgroup_na"	"Северная Америка"
"[english]dota_matchgroup_na"	"North America"
"dota_matchgroup_sa"	"Южная Америка"
"[english]dota_matchgroup_sa"	"South America"
"dota_matchgroup_as"	"Азия"
"[english]dota_matchgroup_as"	"Asia"
"dota_matchgroup_eu"	"Западная Европа"
"[english]dota_matchgroup_eu"	"Europe West"
"DOTA_Hero_Selection_Timer_Second"	"СЕК."
"[english]DOTA_Hero_Selection_Timer_Second"	"SECOND"
"DOTA_Hero_Selection_Timer_Seconds"	"СЕК."
"[english]DOTA_Hero_Selection_Timer_Seconds"	"SECONDS"
"DOTA_Hero_Selection_Search_Field_Default"	"ПОИСК ГЕРОЯ"
"[english]DOTA_Hero_Selection_Search_Field_Default"	"SEARCH HEROES"
"DOTA_Hero_Selection_Filter_All"	"ВСЕ ГЕРОИ"
"[english]DOTA_Hero_Selection_Filter_All"	"ALL HEROES"
"DOTA_Hero_Selection_AdvFilter_Carry"	"Carry"
"[english]DOTA_Hero_Selection_AdvFilter_Carry"	"Carry"
"DOTA_Hero_Selection_AdvFilter_Initiator"	"Initiator"
"[english]DOTA_Hero_Selection_AdvFilter_Initiator"	"Initiator"
"DOTA_Hero_Selection_AdvFilter_Ganker"	"GANKER"
"[english]DOTA_Hero_Selection_AdvFilter_Ganker"	"GANKER"
"DOTA_Hero_Selection_AdvFilter_Support"	"Support"
"[english]DOTA_Hero_Selection_AdvFilter_Support"	"Support"
"DOTA_Hero_Selection_AdvFilter_Pusher"	"Pusher"
"[english]DOTA_Hero_Selection_AdvFilter_Pusher"	"Pusher"
"DOTA_Hero_Selection_Team_Good"	"СВЕТ"
"[english]DOTA_Hero_Selection_Team_Good"	"THE RADIANT"
"DOTA_Hero_Selection_Team_Bad"	"ТЬМА"
"[english]DOTA_Hero_Selection_Team_Bad"	"THE DIRE"
"DOTA_Hero_Selection_STR"	"СИЛА"
"[english]DOTA_Hero_Selection_STR"	"STRENGTH"
"DOTA_Hero_Selection_AGI"	"ЛОВКОСТЬ"
"[english]DOTA_Hero_Selection_AGI"	"AGILITY"
"DOTA_Hero_Selection_INT"	"ИНТЕЛЛЕКТ"
"[english]DOTA_Hero_Selection_INT"	"INTELLIGENCE"
"DOTA_Hero_Selection_STR_Good"	"СВЕТ: СИЛА"
"[english]DOTA_Hero_Selection_STR_Good"	"THE RADIANT: STRENGTH"
"DOTA_Hero_Selection_AGI_Good"	"ЛОВКОСТЬ"
"[english]DOTA_Hero_Selection_AGI_Good"	"AGILITY"
"DOTA_Hero_Selection_INT_Good"	"ИНТЕЛЛЕКТ"
"[english]DOTA_Hero_Selection_INT_Good"	"INTELLIGENCE"
"DOTA_Hero_Selection_STR_Bad"	"ТЬМА: СИЛА"
"[english]DOTA_Hero_Selection_STR_Bad"	"THE DIRE: STRENGTH"
"DOTA_Hero_Selection_AGI_Bad"	"ЛОВКОСТЬ"
"[english]DOTA_Hero_Selection_AGI_Bad"	"AGILITY"
"DOTA_Hero_Selection_INT_Bad"	"ИНТЕЛЛЕКТ"
"[english]DOTA_Hero_Selection_INT_Bad"	"INTELLIGENCE"
"DOTA_Hero_Selection_Random"	"случайного героя"
"[english]DOTA_Hero_Selection_Random"	"Random Hero"
"DOTA_Hero_Selection_Confirm"	"Выбрать %s1"
"[english]DOTA_Hero_Selection_Confirm"	"Choose %s1"
"DOTA_Hero_Selection_Ban_Confirm"	"Запретить %s1"
"[english]DOTA_Hero_Selection_Ban_Confirm"	"Ban %s1"
"DOTA_Hero_Selection_Pick_Confirm"	"Выбрать %s1"
"[english]DOTA_Hero_Selection_Pick_Confirm"	"Pick %s1"
"DOTA_Hero_Selection_Pick"	"ВЫБОР %d-го ГЕРОЯ"
"[english]DOTA_Hero_Selection_Pick"	"SELECT PICK #%d"
"DOTA_Hero_Selection_Ban"	"ЗАПРЕТ %d-го ГЕРОЯ"
"[english]DOTA_Hero_Selection_Ban"	"SELECT BAN #%d"
"DOTA_Hero_Selection_Complete"	"ГОТОВО"
"[english]DOTA_Hero_Selection_Complete"	"COMPLETE"
"DOTA_Hero_Selection_Instruction"	"У вас осталось %s1 для выбора героя."
"[english]DOTA_Hero_Selection_Instruction"	"You have %s1 to choose a hero."
"DOTA_Hero_Selection_Instruction_Other"	"Другие игроки выбирают себе героев."
"[english]DOTA_Hero_Selection_Instruction_Other"	"Other players are choosing their heroes."
"DOTA_Hero_Selection_Filter_Starter"	"РЕКОМЕНДУЕМЫЕ ДЛЯ НАЧИНАЮЩИХ"
"[english]DOTA_Hero_Selection_Filter_Starter"	"RECOMMENDED STARTER HEROES"
"DOTA_Hero_Selection_Filter_Favorites"	"Любимые"
"[english]DOTA_Hero_Selection_Filter_Favorites"	"Favorites"
"DOTA_Hero_Selection_Filter_Recent"	"НЕДАВНИЕ"
"[english]DOTA_Hero_Selection_Filter_Recent"	"RECENT"
"DOTA_CombatLogHeading"	"Журнал сражения"
"[english]DOTA_CombatLogHeading"	"Combat Log"
"DOTA_ToolTip_Ability"	"Способность:"
"[english]DOTA_ToolTip_Ability"	"ABILITY:"
"DOTA_ToolTip_Ability_NoTarget"	"ненаправленная"
"[english]DOTA_ToolTip_Ability_NoTarget"	"No Target"
"DOTA_ToolTip_Ability_Passive"	"пассивная"
"[english]DOTA_ToolTip_Ability_Passive"	"Passive"
"DOTA_ToolTip_Ability_AutoCast"	"автоматическая"
"[english]DOTA_ToolTip_Ability_AutoCast"	"Auto-Cast"
"DOTA_ToolTip_Ability_Aura"	"аура"
"[english]DOTA_ToolTip_Ability_Aura"	"Aura"
"DOTA_ToolTip_Ability_Toggle"	"переключаемая"
"[english]DOTA_ToolTip_Ability_Toggle"	"Toggle"
"DOTA_ToolTip_Ability_Target"	"направленная на юнита"
"[english]DOTA_ToolTip_Ability_Target"	"Unit Target"
"DOTA_ToolTip_Ability_Point"	"направленная на точку"
"[english]DOTA_ToolTip_Ability_Point"	"Point Target"
"DOTA_ToolTip_Targeting"	"Действует на"
"[english]DOTA_ToolTip_Targeting"	"AFFECTS:"
"DOTA_ToolTip_Targeting_Enemy"	"врагов"
"[english]DOTA_ToolTip_Targeting_Enemy"	"Enemies"
"DOTA_ToolTip_Targeting_EnemyHero"	"вражеских героев"
"[english]DOTA_ToolTip_Targeting_EnemyHero"	"Enemy Heroes"
"DOTA_ToolTip_Targeting_Self"	"себя"
"[english]DOTA_ToolTip_Targeting_Self"	"Self"
"DOTA_ToolTip_Targeting_Allies"	"союзников"
"[english]DOTA_ToolTip_Targeting_Allies"	"Allies"
"DOTA_ToolTip_Targeting_Trees"	"деревья"
"[english]DOTA_ToolTip_Targeting_Trees"	"Trees"
"DOTA_ToolTip_Level"	"УРОВЕНЬ"
"[english]DOTA_ToolTip_Level"	"LEVEL"
"DOTA_Hero_Tooltip_Level"	"%s1-го уровня"
"[english]DOTA_Hero_Tooltip_Level"	"Level %s1"
"AbilityDuration"	"ДЛИТЕЛЬНОСТЬ:"
"[english]AbilityDuration"	"DURATION:"
"AbilityDamage"	"УРОН:"
"[english]AbilityDamage"	"DAMAGE:"
"DOTA_Chat_Prompt"	"Сказать:"
"[english]DOTA_Chat_Prompt"	"Say:"
"dota_dashboard_players_online"	"ИГРОКОВ В СЕТИ: %s1"
"[english]dota_dashboard_players_online"	"%s1 PLAYERS ONLINE"
"dota_dashboard_welcome"	"ДОБРО ПОЖАЛОВАТЬ В СЕТЬ DOTA"
"[english]dota_dashboard_welcome"	"WELCOME TO THE DOTA NETWORK"
"dota_dashboard_actions"	"ДЕЙСТВИЯ:"
"[english]dota_dashboard_actions"	"ACTIONS:"
"dota_dashboard_start_playing"	"ИГРАТЬ"
"[english]dota_dashboard_start_playing"	"PLAY"
"dota_dashboard_action_matchmaking"	"ПОДБОР ИГРЫ"
"[english]dota_dashboard_action_matchmaking"	"MATCHMAKING"
"dota_dashboard_action_matchmaking_label"	"играть с людьми, которые играют почти так же хорошо, как вы"
"[english]dota_dashboard_action_matchmaking_label"	"play with people almost as good as you"
"dota_dashboard_action_private"	"ПРИВАТНАЯ"
"[english]dota_dashboard_action_private"	"PRIVATE"
"dota_dashboard_action_private_label"	"играть с друзьями"
"[english]dota_dashboard_action_private_label"	"play with your network of friends"
"dota_dashboard_action_ai"	"ИИ"
"[english]dota_dashboard_action_ai"	"A.I."
"dota_dashboard_action_ai_label"	"играть с ботами"
"[english]dota_dashboard_action_ai_label"	"play with bots"
"dota_dashboard_action_tutorial"	"ОБУЧЕНИЕ"
"[english]dota_dashboard_action_tutorial"	"TUTORIAL"
"dota_dashboard_action_tutorial_label"	"играть с наставником"
"[english]dota_dashboard_action_tutorial_label"	"play with guide"
"dota_dashboard_action_friends_game"	"ИГРЫ ДРУЗЕЙ"
"[english]dota_dashboard_action_friends_game"	"FRIENDS' GAMES"
"dota_dashboard_action_friends_game_label"	"друзья в игровом лобби"
"[english]dota_dashboard_action_friends_game_label"	"friends currently in a game lobby"
"dota_dashboard_prepareresearch"	"ПРИГОТОВИТЬСЯ/ИССЛЕДОВАТЬ"
"[english]dota_dashboard_prepareresearch"	"PREPARE/RESEARCH"
"dota_dashboard_helpout"	"ВЫРУЧИТЬ"
"[english]dota_dashboard_helpout"	"HELP OUT"
"dota_dashboard_action_mentor"	"НАСТАВНИК"
"[english]dota_dashboard_action_mentor"	"MENTOR"
"dota_dashboard_action_mentor_label"	"помочь новичку, ответить на вопрос"
"[english]dota_dashboard_action_mentor_label"	"adopt a newb, answer a question"
"dota_dashboard_action_contribute"	"ВНЕСТИ ВКЛАД"
"[english]dota_dashboard_action_contribute"	"CONTRIBUTE"
"dota_dashboard_action_contribute_label"	"написать или оценить руководство по герою"
"[english]dota_dashboard_action_contribute_label"	"write a hero guide, rate a guide"
"dota_dashboard_start_learning"	"НАЧАТЬ ОБУЧЕНИЕ:"
"[english]dota_dashboard_start_learning"	"START LEARNING:"
"dota_dashboard_guides"	"РУКОВОДСТВА"
"[english]dota_dashboard_guides"	"GUIDES"
"dota_dashboard_heropedia"	"ЭНЦИКЛОПЕДИЯ ГЕРОЕВ"
"[english]dota_dashboard_heropedia"	"HEROPEDIA"
"dota_dashboard_action_heroes"	"ГЕРОИ"
"[english]dota_dashboard_action_heroes"	"HEROES"
"dota_dashboard_action_items"	"ПРЕДМЕТЫ"
"[english]dota_dashboard_action_items"	"ITEMS"
"dota_dashboard_action_replays"	"ЗАПИСИ"
"[english]dota_dashboard_action_replays"	"REPLAYS"
"dota_dashboard_action_comma"	", "
"[english]dota_dashboard_action_comma"	", "
"dota_dashboard_tips"	"СОВЕТЫ"
"[english]dota_dashboard_tips"	"TIPS"
"dota_dashboard_configure"	"НАСТРОИТЬ:"
"[english]dota_dashboard_configure"	"CONFIGURE:"
"dota_dashboard_settings"	"Настройки"
"[english]dota_dashboard_settings"	"Settings"
"dota_dashboard_quit"	"Выйти"
"[english]dota_dashboard_quit"	"Quit"
"dota_dashboard_profile"	"ВАШ ПРОФИЛЬ"
"[english]dota_dashboard_profile"	"YOUR PROFILE"
"dota_dashboard_chat"	"ЧАТ"
"[english]dota_dashboard_chat"	"CHAT"
"dota_dashboard_community"	"ЧАТ"
"[english]dota_dashboard_community"	"CHAT"
"dota_dashboard_join_chat"	"ПРИСОЕДИНИТЬСЯ К КАНАЛУ"
"[english]dota_dashboard_join_chat"	"JOIN CHANNEL"
"dota_dashboard_category_today"	"СЕГОДНЯ"
"[english]dota_dashboard_category_today"	"TODAY"
"dota_dashboard_category_updates"	"ОБНОВЛЕНИЯ"
"[english]dota_dashboard_category_updates"	"UPDATES"
"dota_dashboard_category_play"	"ИГРА"
"[english]dota_dashboard_category_play"	"PLAY"
"dota_dashboard_category_watch"	"ТРАНСЛЯЦИИ"
"[english]dota_dashboard_category_watch"	"WATCH"
"dota_dashboard_category_learn"	"БИБЛИОТЕКА"
"[english]dota_dashboard_category_learn"	"LIBRARY"
"dota_dashboard_category_socialize"	"СООБЩЕСТВО"
"[english]dota_dashboard_category_socialize"	"COMMUNITY"
"dota_profile_mini_title"	"ПРОФИЛЬ"
"[english]dota_profile_mini_title"	"PROFILE"
"dota_profile_mini_party"	"ГРУППА"
"[english]dota_profile_mini_party"	"PARTY"
"dota_profile_mini_2"	"НЕДАВНИЕ ГЕРОИ"
"[english]dota_profile_mini_2"	"RECENT HEROES"
"matchmaking_status_title"	"Состояние подбора игры"
"[english]matchmaking_status_title"	"Matchmaking Status"
"matchmaking_status_text"	"Ваша игра готова"
"[english]matchmaking_status_text"	"Your game is ready"
"matchmaking_ready_text"	"Готовы: %s1"
"[english]matchmaking_ready_text"	"%s1 Ready"
"matchmaking_player_afk"	"Игрок не готов"
"[english]matchmaking_player_afk"	"Player not ready"
"matchmaking_player_cancel"	"Игрок отказался"
"[english]matchmaking_player_cancel"	"Player cancelled"
"matchmaking_player_rematch"	"Поиск новых игроков"
"[english]matchmaking_player_rematch"	"Finding new players"
"matchmaking_waiting_for_players"	"Ожидание других игроков"
"[english]matchmaking_waiting_for_players"	"Waiting for other players"
"matchmaking_player_declined"	"Игрок отказался от участия"
"[english]matchmaking_player_declined"	"A player declined the match"
"returning_top_of_queue"	"Возврат к поиску игры с высоким приоритетом"
"[english]returning_top_of_queue"	"Returning to matchmaking with high priority"
"dota_ready_fail"	"ОШИБКА ПОДГОТОВКИ"
"[english]dota_ready_fail"	"FAILED TO READY UP"
"dota_ready_fail_desc"	"Вы были удалены из очереди, так как игра была готова, но вы не ответили."
"[english]dota_ready_fail_desc"	"Your match was ready, but you failed to respond and have been removed from the matchmaking pool."
"dota_ready_fail_return"	"Найти другую игру?"
"[english]dota_ready_fail_return"	"Find another match?"
"matchmaking_label"	"Подбор игры"
"[english]matchmaking_label"	"Matchmaking"
"matchmaking_wait_time"	"Предположительное время ожидания: nnn"
"[english]matchmaking_wait_time"	"Estimated wait time: nnn"
"matchmaking_exp_geo"	"Поиск в других регионах"
"[english]matchmaking_exp_geo"	"Searching outside your location"
"matchmaking_exp_skill"	"Поиск среди игроков другого уровня"
"[english]matchmaking_exp_skill"	"Searching outside your player level"
"matchmaking_region_active"	"ВЫБРАНО"
"[english]matchmaking_region_active"	"SELECTED"
"matchmaking_region_inactive"	"НЕ ВЫБРАНО"
"[english]matchmaking_region_inactive"	"UNSELECTED"
"matchmaking"	"ДОСТУПНЫЕ РЕГИОНЫ"
"[english]matchmaking"	"ACTIVE REGIONS"
"today_in_dota"	"СЕГОДНЯ В МИРЕ DOTA"
"[english]today_in_dota"	"TODAY IN DOTA"
"matches_in_progress"	"ПОПУЛЯРНЫЕ ИГРЫ"
"[english]matches_in_progress"	"TOP LIVE MATCHES"
"findmatch"	"НАЙТИ ИГРУ"
"[english]findmatch"	"FIND MATCH"
"players_online"	"ИГРОКОВ В СЕТИ"
"[english]players_online"	"PLAYERS ONLINE"
"dota_profile_prestige"	"ПРЕСТИЖ"
"[english]dota_profile_prestige"	"PRESTIGE"
"dota_profile_wins"	"ПОБЕД:"
"[english]dota_profile_wins"	"WINS:"
"dota_profile_losses"	"ПОРАЖЕН."
"[english]dota_profile_losses"	"LOSSES"
"dota_profile_leaves"	"ПОКИНУТО"
"[english]dota_profile_leaves"	"ABANDONED"
"dota_join_chat_channel_prompt"	"Канал:"
"[english]dota_join_chat_channel_prompt"	"Channel:"
"dota_join_chat_channel_button"	"ПРИСОЕДИНИТЬСЯ"
"[english]dota_join_chat_channel_button"	"JOIN"
"dota_join_chat_channel_name_header"	"Название канала"
"[english]dota_join_chat_channel_name_header"	"Channel Name"
"dota_join_chat_channel_startup_header"	"Присоединяться при запуске"
"[english]dota_join_chat_channel_startup_header"	"Join On Startup"
"dota_chat_party_tab"	"Группа"
"[english]dota_chat_party_tab"	"Party"
"dota_chat_lobby_tab"	"Лобби"
"[english]dota_chat_lobby_tab"	"Lobby"
"dota_game_lobby_title"	"ЛОББИ ИГРЫ"
"[english]dota_game_lobby_title"	"GAME LOBBY"
"dota_match_history"	"ИСТОРИЯ ИГР"
"[english]dota_match_history"	"MATCH HISTORY"
"dota_match_history_details"	"ИНФОРМАЦИЯ ОБ ИГРЕ"
"[english]dota_match_history_details"	"MATCH DETAILS"
"dota_match_history_win"	"ПОБЕДА"
"[english]dota_match_history_win"	"WIN"
"dota_match_history_loss"	"ПОРАЖЕНИЕ"
"[english]dota_match_history_loss"	"LOSS"
"dota_match_history_back"	"ЗАКРЫТЬ"
"[english]dota_match_history_back"	"CLOSE"
"dota_match_history_Winner_GoodGuys"	"ПОБЕДИТЕЛИ: силы Света"
"[english]dota_match_history_Winner_GoodGuys"	"WINNER: The Radiant"
"dota_match_history_Winner_BadGuys"	"ПОБЕДИТЕЛИ: силы Тьмы"
"[english]dota_match_history_Winner_BadGuys"	"WINNER: The Dire"
"page_previous"	"ПРЕД."
"[english]page_previous"	"PREVIOUS"
"page_next"	"СЛЕД."
"[english]page_next"	"NEXT"
"page_counter"	"Стр. %s1"
"[english]page_counter"	"Page: %s1"
"page_back"	"НАЗАД"
"[english]page_back"	"BACK"
"dota_load_game_title"	"ЗАГРУЗИТЬ ИГРУ"
"[english]dota_load_game_title"	"LOAD GAME"
"dota_watch_replay"	"ПОСМОТРЕТЬ ЗАПИСЬ"
"[english]dota_watch_replay"	"WATCH REPLAY"
